NR,C,13|NAME,C,30|ZUSATZ,C,254|ZUSATZNR,C,11|EINHEIT,C,8|PREISA,C,10|SOPREISA,C,10|PREISB,C,10|SOPREISB,C,10|TEXT,C,254|TEXT_2,C,254|TEXT_3,C,254|TEXT_4,C,254|TEXT2,C,254|TEXT2_2,C,254|TEXT2_3,C,254|TEXT2_4,C,254|TEXT3,C,254|TEXT3_2,C,254|TEXT3_3,C,254|TEXT3_4,C,254|EAN,C,13|MHD,C,10|HALTBTAGE,C,3|GRAFIK,C,254|GRAFIK2,C,254|VKGEWICHT,C,8|KGPREISA,C,25|KGPREISB,C,25|BPTEXT1,C,254|BPTEXT1_2,C,254|BPTEXT1_3,C,254|BPTEXT1_4,C,254|BPTEXT2,C,254|BPTEXT2_2,C,254|BPTEXT2_3,C,254|BPTEXT2_4,C,254|BPTEXT3,C,254|BPTEXT3_2,C,254|BPTEXT3_3,C,254|BPTEXT3_4,C,254|BPTEXT4,C,254|BPTEXT4_2,C,254|BPTEXT4_3,C,254|BPTEXT4_4,C,254|BPTEXT5,C,254|BPTEXT5_2,C,254|BPTEXT5_3,C,254|BPTEXT5_4,C,254|BPTEXT6,C,254|BPTEXT6_2,C,254|BPTEXT6_3,C,254|BPTEXT6_4,C,254|BPTEXT7,C,254|BPTEXT7_2,C,254|BPTEXT7_3,C,254|BPTEXT7_4,C,254|BPTEXT8,C,254|BPTEXT8_2,C,254|BPTEXT8_3,C,254|BPTEXT8_4,C,254|BPTEXT9,C,254|BPTEXT9_2,C,254|BPTEXT9_3,C,254|BPTEXT9_4,C,254|BPTEXT10,C,254|BPTEXT10_2,C,254|BPTEXT10_3,C,254|BPTEXT10_4,C,254|LINKARTIK,C,30|LINKPREIS,C,10|KJ,C,10|KCAL,C,10|EIWEISS,C,10|FETT,C,10|KOHLENHYDR,C,10|GESFETTSAE,C,10|ZUCKER,C,10|BALLASTSTO,C,10|KOCHSALZ,C,10|BEINHEITEN,C,10|GRAMMBE,C,10|ALLERGENE,C,254
692a|*K. Tüffel Teigling|||Stück|0,800|0,000|0,800|0,000|WEIZENMEHL TYPE 550*; Wasser; Kartoffelflocken*; Sonnenblumenöl*; WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, WEIZENSTÄRKE*, Rohrohrzucker*; Dinkelmalz*; Bio-Realhefe*; Salz; Acerolakirsche*|||||||||||||15.07.2020||||80 g|10,000|1,000|WEIZENMEHL TYPE 550 BIO*; Wasser; Kartoffelflocken bio; Sonnenblumenöl gedämpft kbA; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamyla|sen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäure); Öko Fee Dinkelmalz; Rohrohrzucker bio; Bio-Realhefe bio; Salz; Acerola kbA|||Ø je 100 g:  Energie: 1136 kJ / 272 kcal  /  Fett: 3,0 g  /  davon ges. Fettsäuren: 0,4 g  /  Kohlenhydrate: 52,6 g  /  davon Zucker: 2,9 g  /  Ballaststoffe: 3,2 g  /  Eiweiß: 7,7 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 4,4  /  1 BE entspricht: 23 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, BACKNATUR BRÖTCHENPLUS KBA"||||||||||||||||||||||||||||||||||1136|272|7,73 g|2,96 g|52,59 g|0,38 g|2,86 g|3,20 g|1,70 g|4,38|22,82 g|Gluten
692b| *K. Tüffel bio halbgeb.|||Stück|0,800|0,000|0,800|0,000|WEIZENMEHL TYPE 550*; Wasser; Kartoffelflocken*; Sonnenblumenöl*; WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, WEIZENSTÄRKE*, Rohrohrzucker*; Dinkelmalz*; Bio-Realhefe*; Salz; Acerolakirsche*|||||||||||||15.07.2020||||80 g|10,000|1,000|WEIZENMEHL TYPE 550 BIO*; Wasser; Kartoffelflocken bio; Sonnenblumenöl gedämpft kbA; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamyla|sen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäure); ÖKO FEE DINKELMALZ; Rohrohrzucker bio; Bio-Realhefe bio; Salz; Acerola kbA|||Ø je 100 g:  Energie: 1165 kJ / 278 kcal  /  Fett: 3,0 g  /  davon ges. Fettsäuren: 0,4 g  /  Kohlenhydrate: 53,8 g  /  davon Zucker: 2,9 g  /  Ballaststoffe: 3,4 g  /  Eiweiß: 8,1 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 4,5  /  1 BE entspricht: 22 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, ÖKO FEE DINKELMALZ, BACKNATUR BRÖTCHENPLUS KBA"||||||||||||||||||||||||||||||||||1165|278|8,06 g|3,01 g|53,79 g|0,38 g|2,91 g|3,38 g|1,70 g|4,48|22,31 g|Gluten
692c| *K. Tüffel bio halbgeb.|||Stück|0,800|0,000|0,800|0,000|WEIZENMEHL TYPE 550*; Wasser; Kartoffelflocken*; Sonnenblumenöl*; WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, WEIZENSTÄRKE*, Rohrohrzucker*; Dinkelmalz*; Bio-Realhefe*; Salz; Acerolakirsche*|||||||||||||15.07.2020||||80 g|10,000|1,000|WEIZENMEHL TYPE 550 BIO*; Wasser; Kartoffelflocken bio; Sonnenblumenöl gedämpft kbA; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamyla|sen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäure); Öko Fee Dinkelmalz; Rohrohrzucker bio; Bio-Realhefe bio; Salz; Acerola kbA|||Ø je 100 g:  Energie: 1136 kJ / 272 kcal  /  Fett: 3,0 g  /  davon ges. Fettsäuren: 0,4 g  /  Kohlenhydrate: 52,6 g  /  davon Zucker: 2,9 g  /  Ballaststoffe: 3,2 g  /  Eiweiß: 7,7 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 4,4  /  1 BE entspricht: 23 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, BACKNATUR BRÖTCHENPLUS KBA"||||||||||||||||||||||||||||||||||1136|272|7,73 g|2,96 g|52,59 g|0,38 g|2,86 g|3,20 g|1,70 g|4,38|22,82 g|Gluten
693|Bienenstich klein|||Stück|1,200|0,000|1,200|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
694|*Hot Dog BIO|||Stück|0,750|0,000|0,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
695|Backpapier 1000 stk|||Stück|99,750|0,000|99,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
696|Apfelstreuselkuchen, 1 Blech|||Stück|35,300|0,000|35,300|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
697|Erdbeer-Törtchen|||Stück|2,250|0,000|2,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
698|Partybrötchen 144St.=1Ktn|||Stück|31,500|0,000|31,500|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
699|Franzbrötchen|||Stück|1,150|0,000|1,150|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
700|*Dinkelmeterbrot fein bio|||Stück|5,800|0,000|5,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
700a| *Dinkel Zwiebelmeterbrot|||Stück|6,150|0,000|6,150|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
701|*Mohnkuchen, klein  bio|||Stück|1,000|0,000|1,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
702|*Bauernbrot bio lang|||1000g|4,400|0,000|4,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
703|Kümmelbrot bio|||1000g|0,000|0,000|0,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
704|Stollen 1000g|||Stück|13,850|0,000|13,850|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
705|Plakat für Angebotsbrot|||Stück|0,000|0,000|0,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
706|*Apfel-Streuselschnecke bio|||Stück|1,500|0,000|1,500|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
708|Dinkel-Schokokuchen klein bio|||Stück|1,000|0,000|1,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
711|Zitronenomelett|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
712|Bestellscheine|||Stück|0,000|0,000|0,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
713|Arne's Mohnbrot 1000g|||Stück|3,900|0,000|3,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
714|Zutatenliste|||Stück|0,000|0,000|0,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
715|Zwiebelpartysonne KLEIN|||Stück|4,350|0,000|4,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
716|Dinkel-Backf.-Brot Salzarm|||1000g|5,350|0,000|5,350|0,000|Dinkelvollkornmehl, Roggenschrot,Mais- Backferment, Meersalz*, Maismehl||||Dinkel-Backferment-Brot||||1000g|||||15.07.2020||||1000 g|5,350|0,535|DINKELVOLLKORNMEHL BIO; Sekowa Backferment Ansatz bio (Dinkelvollkornmehl bio, Wasser, Sekowa Grundansatz); Wasser; Salz||||Ø je 100 g:  Energie: 1050 kJ / 251 kcal  /  Fett: 1,4 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 46,5 g  /  davon Zucker: 0,8 g  /  Ballaststoffe: 6,8 g  /  Eiweiß: 8,7 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 3,9  /  1 BE entspricht: 26 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: DINKELVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||1050|251|8,66 g|1,38 g|46,52 g|0,21 g|0,79 g|6,83 g|1,69 g|3,88|25,79 g|Gluten
717|Transportkisten|||Stück|8,350|0,000|8,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
718|Rollwagen|||Stück|26,250|0,000|26,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
719|Mohnzopf, Bio 750 gr.|||Stück|5,000|0,000|5,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
719a|Sesamzopf, Bio 750 gr|||Stück|5,000|0,000|5,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
720|Knebbe , Joldelunder,1 Tüte|||Stück|3,800|0,000|3,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
721|Zwiebelbrot 1000g|||Stück|4,550|0,000|4,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
722|Brötchen|||Stück|0,600|0,000|0,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
723|Zwiebelkaviar 500g geschn.|||Stück|2,200|0,000|2,200|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
725|Laugenecken|||Stück|1,300|0,000|1,300|0,000|||||Laugencroissant|||||||||15.07.2020||||80 g|16,250|1,625||||||||||||||||||||||||||||||||||||||||||||||||||||||
726|Laugenbrezeln|||Stück|1,300|0,000|1,300|0,000|||||Laugencroissant|||||||||15.07.2020||||80 g|16,250|1,625||||||||||||||||||||||||||||||||||||||||||||||||||||||
727|*DK Vollkorn Brotschale bio|||Stück|1,300|0,000|1,300|0,000|Dinkel VK Mehl,Wasser,Olivenöl,Meersalz|||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
728|* Bisquitboden Blech bio|||Stück|23,650|0,000|23,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
729|* Bisquittortenboden bio 28cm|||Stück|10,250|0,000|10,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
730|Torte vegan|||Stück|0,000|0,000|0,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
731|Marzipanstreifen Stück 1/8|||Stück|0,950|0,000|0,950|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
732| Käsekuchen Streusel 1 Stück|||Stück|1,700|0,000|1,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
733|Hagelzucker 1 kg|||Stück|3,800|0,000|3,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
734|Mutzenmandeln 150g|||Stück|3,000|0,000|3,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
735|Kalter Hund|||Stück|27,000|0,000|27,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
736|Schokokuchen 1 Blech|||Stück|28,000|0,000|28,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
737|*Knusper Joldelunder bio|||Stück|0,650|0,000|0,650|0,000|WEIZENmehl 550, Bio-Realhefe, DINKELmalz, Meersalz*, Acerola, Rohrohrzucker, Guarkernmehl, WEIZENmalz, WEIZENkleber|||||||||||||15.07.2020||||65 g|10,000|1,000|WEIZENMEHL TYPE 550 BIO*; Wasser; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamylasen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäu|re); Bio-Realhefe bio; ÖKO FEE DINKELMALZ; Meersalz fein; Acerola kbA|||Ø je 100 g:  Energie: 1112 kJ / 266 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,1 g  /  Kohlenhydrate: 54,4 g  /  davon Zucker: 1,3 g  /  Ballaststoffe: 3,5 g  /  Eiweiß: 8,6 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 4,5  /  1 BE entspricht: 22 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, BACKNATUR BRÖTCHENPLUS KBA, ÖKO FEE DINKELMALZ"||||||||||||||||||||||||||||||||||1112|266|8,65 g|1,02 g|54,43 g|0,15 g|1,28 g|3,46 g|1,66 g|4,54|22,05 g|Gluten
737b| *Knusper Joldelunder halbgeb.|||Stück|0,650|0,000|0,650|0,000|WEIZENmehl 550, Bio-Realhefe, DINKELmalz, Meersalz*, Acerola, Rohrohrzucker, Guarkernmehl, WEIZENmalz, WEIZENkleber|||||||||||||15.07.2020||||65 g|10,000|1,000|WEIZENMEHL TYPE 550 BIO*; Wasser; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamylasen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäu|re); Bio-Realhefe bio; ÖKO FEE DINKELMALZ; Meersalz fein; Acerola kbA|||Ø je 100 g:  Energie: 1112 kJ / 266 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,1 g  /  Kohlenhydrate: 54,4 g  /  davon Zucker: 1,3 g  /  Ballaststoffe: 3,5 g  /  Eiweiß: 8,6 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 4,5  /  1 BE entspricht: 22 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, BACKNATUR BRÖTCHENPLUS KBA, ÖKO FEE DINKELMALZ"||||||||||||||||||||||||||||||||||1112|266|8,65 g|1,02 g|54,43 g|0,15 g|1,28 g|3,46 g|1,66 g|4,54|22,05 g|Gluten
738|*Kernige Joldelunder bio|||Stück|0,700|0,000|0,700|0,000|WEIZENmehl 550, Bio-Realhefe,Sonnenblumenkerne, Mohn, SESAM, DINKELmalz, Meersalz*, Acerola, Rohrohrzucker, Guarkernmehl, WEIZENmalz, WEIZENkleber|||||||||||||15.07.2020||||65 g|10,769|1,077|WEIZENMEHL TYPE 550 BIO*; Wasser; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamylasen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäu|re); Bio-Realhefe bio; ÖKO FEE DINKELMALZ; Meersalz fein; Acerola kbA|||Ø je 100 g:  Energie: 1112 kJ / 266 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,1 g  /  Kohlenhydrate: 54,4 g  /  davon Zucker: 1,3 g  /  Ballaststoffe: 3,5 g  /  Eiweiß: 8,6 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 4,5  /  1 BE entspricht: 22 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, BACKNATUR BRÖTCHENPLUS KBA, ÖKO FEE DINKELMALZ"||||||||||||||||||||||||||||||||||1112|266|8,65 g|1,02 g|54,43 g|0,15 g|1,28 g|3,46 g|1,66 g|4,54|22,05 g|Gluten
738b|*Kernige Joldelunder halb geb.|||Stück|0,700|0,000|0,700|0,000|WEIZENmehl 550, Bio-Realhefe,Sonnenblumenkerne, Mohn, SESAM, DINKELmalz, Meersalz*, Acerola, Rohrohrzucker, Guarkernmehl, WEIZENmalz, WEIZENkleber|||||||||||||15.07.2020||||65 g|10,769|1,077|WEIZENMEHL TYPE 550 BIO*; Wasser; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamylasen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäu|re); Bio-Realhefe bio; ÖKO FEE DINKELMALZ; Meersalz fein; Acerola kbA|||Ø je 100 g:  Energie: 1112 kJ / 266 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,1 g  /  Kohlenhydrate: 54,4 g  /  davon Zucker: 1,3 g  /  Ballaststoffe: 3,5 g  /  Eiweiß: 8,6 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 4,5  /  1 BE entspricht: 22 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, BACKNATUR BRÖTCHENPLUS KBA, ÖKO FEE DINKELMALZ"||||||||||||||||||||||||||||||||||1112|266|8,65 g|1,02 g|54,43 g|0,15 g|1,28 g|3,46 g|1,66 g|4,54|22,05 g|Gluten
740|Kirschkuchen veg. 1 Blech|||Stück|65,000|0,000|65,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
741|Möhrenkuchen veg. 1 Blech|||Stück|65,000|0,000|65,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
743|*VK Weizenmehl 1kg bio|||Stück|3,150|0,000|3,150|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
746|*Sauerteig für Roggenschrot|||1000g|3,550|0,000|3,550|0,000|Roggenschrot, Natur-Sauerteig||||Roggenschrotbrot||||1000g|||||15.07.2020||||1000 g|3,550|0,355|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; Wasser; Salz||||Ø je 100 g:  Energie: 831 kJ / 199 kcal  /  Fett: 0,9 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 40,3 g  /  davon Zucker: 3,0 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 5,9 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 30 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO"||||||||||||||||||||||||||||||||||831|199|5,92 g|0,94 g|40,33 g|0,20 g|3,02 g|8,87 g|1,75 g|3,36|29,75 g|Gluten
747|Himbeer-Schmandtorte|||Stück|28,000|0,000|28,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
748|Mandarinensahnetorte|||Stück|24,000|0,000|24,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
749|*Weizenmehl bio 550 1KG|||Stück|2,400|0,000|2,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
750|Handelswaren|||Stück|0,000|0,000|0,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
751|Angebotsschild|||500g|0,000|0,000|0,000|0,000||||||||||||||15.07.2020|||||||Roggenschrot; Sauerteig Roggenschrot; Wasser; Sonnenblumenkerne; Kürbiskerne; Leinsaat; Hirse; Leinsaat braun; Reis natur rund; Roggen; Salz; Hefe||||Energie in kJ: 1305 / in kcal: 312  /  Eiweiß: 10,4 g  /  Kohlenhydrate: 40,7 g  /  davon Zucker: 2,2 g  /  Fett: 11,1 g  /  davon ges. Fettsäuren: 1,5 g  /  Ballaststoffe: 10,6 g  /  Salz: 2,1 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 29 g||||Sauerteig Roggenschrot, Wasser. - Enthaltene Allergene: Gluten||||||||||||||||||||||||||||||||||780|186|6,52 g|8,20 g|20,51 g|1,12 g|1,76 g|6,25 g|2,00 g|1,71|58,51 g|Gluten
752|*Rhabarber-Dinkel bio 1 Blech|||500g|56,250|0,000|56,250|0,000||||||||||||||15.07.2020||||500 g|112,500|11,250|Wasser; ROGGEN GEQUETSCHT BIO; ROGGENSCHROT BIO; Sonnenblumenkerne bio; SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); Salz; Sekowa Backferment Ansatz bio (Dinkelvollkornmehl bio, Wasser, Sekowa Grundansatz)||||Ø je 100 g:  Energie: 878 kJ / 210 kcal  /  Fett: 5,7 g  /  davon ges. Fettsäuren: 0,7 g  /  Kohlenhydrate: 32,4 g  /  davon Zucker: 0,6 g  /  Ballaststoffe: 7,5 g  /  Eiweiß: 6,8 g  /  Salz: 1,2 g  /  Broteinheiten (BE): 2,7  /  1 BE entspricht: 37 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: ROGGENSCHROT BIO, SAUERTEIG ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO, ROGGEN GEQUETSCHT VERSPÄTET"||||||||||||||||||||||||||||||||||878|210|6,77 g|5,68 g|32,37 g|0,72 g|0,58 g|7,46 g|1,24 g|2,70|37,07 g|Gluten
754|*Pflaumenstreusel bio 1 Blech|||500g|54,600|0,000|54,600|0,000||||||||||||||15.07.2020||||500 g|109,200|10,920|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; ROGGEN GEQUETSCHT BIO; Wasser; Salz||||Ø je 100 g:  Energie: 838 kJ / 200 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 40,6 g  /  davon Zucker: 2,3 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 6,0 g  /  Salz: 1,2 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 30 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO"||||||||||||||||||||||||||||||||||838|200|5,95 g|1,01 g|40,57 g|0,20 g|2,32 g|8,93 g|1,24 g|3,38|29,58 g|Gluten
755|*Apfelkuchen bio 1 Blech|||Stück|54,600|0,000|54,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
756|Schmandkuchen 1 Blech|||Stück|54,600|0,000|54,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
757|Käsekuchen 1 Blech|||Stück|46,350|0,000|46,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
758|Möhren-Anis-Kuchen bio 1 Blech|||Stück|51,300|0,000|51,300|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
759|*Käse-Mohnkuchen bio 1 Blech|||Stück|54,600|0,000|54,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
760|Kirschstreuselkuchen 1 Blech|||Stück|52,950|0,000|52,950|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
761|*Kirsch-Makron bio 1 Blech|||Stück|56,250|0,000|56,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
762|Nussecken bio 1 Blech|||Stück|52,950|0,000|52,950|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
